business_size,business_time,business_industry,business_structure,business_location,business_job_openings,business_review,plat_customer_support_cnt_t3m,plat_dashboard_cnt_t3m,plat_terminal_flag,plat_trsct_acct_flag,plat_saving_acct_flag,plat_login_cnt_t1m,fin_revenue,fin_profit,fin_assets,fin_liabilities,tran_vol_t1m,tran_vol_t3m,tran_cnt_t1m,tran_cnt_t3m,tran_inflow_t3m,tran_outflow_t3m,credit_score,credit_lines_cnt,credit_current_amt,credit_default_cnt_t12m,credit_inquiry_cnt_t3m,credit_inquiry_cnt_t12m,credit_court_cnt_t12m,loan_amount,loan_late_repayment_cnt,loan_interest_rate,loan_start_date,loan_maturity_date,loan_utilization_amount,loan_last_late_date,default
medium,9,services,sole trader,rural,4,2,0,1,0,0,0,4,325347,77215,2853928,869145,14240,40076,500,668,68399,57481,591,5,391380,0,1,2,0,5165,0,0.18,2024-09-30,2024-10-01,1913,1900-01-01,0
small,19,retail,partnership,suburban,3,3,0,0,1,1,0,11,45216,3109,440414,75409,3960,23241,0,0,9889,8811,504,8,565776,0,1,3,0,47328,0,0.16,2024-09-30,2024-10-01,10254,1900-01-01,0
small,18,retail,partnership,suburban,0,2,0,0,1,1,1,14,43946,4189,246963,110376,4073,12373,0,0,12535,11797,507,6,536160,0,0,0,0,48747,1,0.17,2024-09-30,2024-10-01,10995,2024-09-30,1
small,12,hospitality,partnership,urban,2,2,0,0,1,0,1,12,55933,6289,162761,66075,6208,7553,100,257,11217,10491,509,6,486000,0,2,2,0,15363,0,0.16,2024-09-30,2024-10-01,1408,1900-01-01,0
small,14,services,company,suburban,5,2,0,0,1,0,0,7,46974,11733,183048,45266,5316,19498,100,382,11921,10817,514,9,113787,0,0,0,0,15641,0,0.15,2024-09-30,2024-10-01,1434,1900-01-01,0
small,11,services,company,rural,1,3,0,0,0,1,1,8,50694,13986,127233,46229,6937,22074,100,175,14326,14399,522,1,6114,0,0,0,0,19979,2,0.1,2024-09-30,2024-10-01,3768,2024-09-30,0
medium,14,manufacturing,company,rural,0,1,0,0,0,0,0,10,330575,21001,2388188,254050,39234,85027,500,2573,79361,79389,529,1,28695,0,1,1,0,15379,2,0.13,2024-09-30,2024-10-01,2666,2024-09-30,0
small,16,hospitality,company,rural,3,2,0,0,1,1,1,5,53841,7573,199491,65250,4834,12098,0,0,11589,9490,512,4,353136,0,1,3,0,44720,1,0.19,2024-09-30,2024-10-01,44720,2024-09-30,0
small,4,services,sole trader,rural,3,3,0,1,1,0,0,13,43396,10794,408606,191317,4533,10501,0,0,12334,11123,516,4,224568,1,0,0,1,7103,0,0.17,2024-09-30,2024-10-01,513,1900-01-01,0
small,19,services,partnership,suburban,1,5,2,1,1,1,1,8,42050,6519,139639,68468,3409,9191,0,0,9576,10079,507,6,155214,0,0,0,2,36754,0,0.18,2024-09-30,2024-10-01,28423,1900-01-01,1
small,3,retail,sole trader,urban,2,4,0,1,1,0,0,15,40769,10249,196128,68654,1828,8185,0,0,11052,9456,515,7,279881,0,0,0,0,23983,1,0.13,2024-09-30,2024-10-01,2498,2024-09-30,0
small,18,manufacturing,sole trader,rural,4,3,0,0,1,1,1,10,53272,3833,218228,23911,3252,6910,0,0,12995,13249,506,2,32620,0,0,0,0,41122,0,0.1,2024-09-30,2024-10-01,9595,1900-01-01,0
medium,19,hospitality,company,suburban,1,2,0,0,0,1,0,6,258364,36549,949209,395431,34334,84512,500,1510,74095,62785,558,3,248184,0,0,0,2,46143,1,0.2,2024-09-30,2024-10-01,5230,2024-09-30,0
small,3,hospitality,sole trader,rural,7,2,0,0,0,1,0,4,54805,16034,168419,25931,5514,29117,0,0,12375,12970,523,5,499945,0,2,2,0,19479,0,0.16,2024-09-30,2024-10-01,3701,1900-01-01,0
medium,9,manufacturing,sole trader,urban,3,2,3,1,1,1,0,14,303752,81493,1203313,325855,26249,148708,0,0,69641,73173,613,6,461508,0,0,0,0,44616,2,0.11,2024-09-30,2024-10-01,5902,2024-09-30,0
small,7,retail,partnership,urban,4,4,1,0,0,1,0,7,59307,4425,168252,58738,8130,48179,0,0,16850,17384,506,3,8034,0,1,2,0,31682,0,0.14,2024-09-30,2024-10-01,2693,1900-01-01,0
large,1,services,sole trader,rural,4,2,0,1,1,0,1,5,1091783,107136,2359091,471252,99918,557261,1000,5856,238279,200454,662,9,132984,0,1,1,0,12625,0,0.12,2024-09-30,2024-10-01,2036,1900-01-01,0
medium,13,hospitality,partnership,suburban,9,1,0,0,1,1,1,5,257119,45881,1437575,411941,21843,56326,500,1616,75370,72494,562,5,216195,0,1,1,0,48863,0,0.18,2024-09-30,2024-10-01,11564,1900-01-01,0
small,11,retail,sole trader,rural,0,2,0,1,1,1,0,7,50424,4428,349256,146738,5297,28579,100,168,12933,10410,507,4,356020,0,0,0,0,37009,1,0.15,2024-09-30,2024-10-01,5181,2024-09-30,1
large,7,hospitality,partnership,suburban,7,3,0,0,1,0,0,12,1142761,309546,10185219,4256471,83154,236223,1000,1313,301661,296668,993,7,294385,0,1,1,0,43071,0,0.12,2024-09-30,2024-10-01,2692,1900-01-01,0
large,18,manufacturing,company,rural,8,2,0,0,1,1,0,7,1078950,69173,10192310,1386629,135845,658346,0,0,220543,206797,605,8,102640,0,1,1,0,2158,0,0.14,2024-09-30,2024-10-01,1133,1900-01-01,0
large,16,hospitality,company,urban,8,2,0,0,1,1,1,7,822793,191843,8215517,955994,55506,270987,1000,5428,185027,162873,796,4,84332,0,1,3,1,20220,1,0.14,2024-09-30,2024-10-01,5224,2024-09-30,0
large,17,manufacturing,sole trader,suburban,9,5,1,0,1,0,1,14,1105510,135070,7438989,2569627,152221,809335,0,0,289856,247386,666,3,278481,0,1,3,0,26081,0,0.2,2024-09-30,2024-10-01,8868,1900-01-01,0
small,18,retail,company,rural,6,3,0,1,1,1,1,15,45783,4402,305080,90783,2427,10429,0,0,13522,11797,506,8,789432,0,2,4,0,47775,0,0.12,2024-09-30,2024-10-01,7763,1900-01-01,0
medium,3,manufacturing,sole trader,rural,9,2,0,0,1,1,1,14,269675,68318,1173065,222494,11628,47336,500,1529,58002,57317,593,1,46409,1,1,2,0,15466,0,0.1,2024-09-30,2024-10-01,1779,1900-01-01,0
small,4,services,partnership,suburban,1,3,1,0,1,1,0,12,56465,15210,521692,80661,2505,5731,100,245,12277,11193,525,8,124856,0,1,1,0,25697,1,0.14,2024-09-30,2024-10-01,1975,2024-09-30,0
small,19,hospitality,sole trader,urban,0,4,2,0,1,1,1,13,59182,12380,370752,165834,3541,17945,0,0,17162,16807,520,7,65751,0,1,1,0,35256,2,0.19,2024-09-30,2024-10-01,3482,2024-09-30,1
small,12,manufacturing,partnership,rural,8,2,1,2,1,1,0,10,42170,11441,322004,136676,2160,9581,0,0,11178,9244,517,6,530280,0,0,0,0,35341,1,0.16,2024-09-30,2024-10-01,8614,2024-09-30,0
small,1,services,partnership,rural,4,2,0,0,1,0,0,9,42109,11776,216692,107715,5234,30508,0,0,9946,7987,517,5,312355,0,0,0,0,2691,0,0.18,2024-09-30,2024-10-01,975,1900-01-01,1
medium,11,services,partnership,suburban,0,4,3,0,0,1,0,18,349114,101544,3387441,888776,33454,190277,0,0,94294,102200,629,7,20328,0,0,0,0,44648,0,0.13,2024-09-30,2024-10-01,8074,1900-01-01,0
medium,7,hospitality,company,rural,2,5,0,0,1,1,1,4,271097,70709,2524732,1171123,12346,60077,500,2827,54616,50213,600,4,356984,0,2,2,0,10733,0,0.11,2024-09-30,2024-10-01,635,1900-01-01,0
small,15,hospitality,partnership,rural,9,2,0,1,1,1,1,5,46935,5183,268007,44063,2794,8788,100,375,13758,15815,509,8,128720,0,0,0,0,4102,1,0.19,2024-09-30,2024-10-01,923,2024-09-30,0
small,10,hospitality,partnership,urban,3,4,0,0,1,1,0,6,42686,5782,408177,56773,3399,6636,100,362,12665,14796,508,3,4893,0,0,0,0,15764,0,0.17,2024-09-30,2024-10-01,6115,1900-01-01,0
large,16,retail,partnership,urban,5,4,0,2,1,1,1,8,880592,130684,3089450,524041,109720,196883,1000,2289,213816,219773,679,9,250074,0,1,1,0,24253,0,0.15,2024-09-30,2024-10-01,2385,1900-01-01,0
small,9,manufacturing,company,rural,2,3,0,1,0,1,1,12,45641,8270,211175,84710,5262,28378,100,561,13046,13110,514,8,337328,0,0,0,0,22224,0,0.12,2024-09-30,2024-10-01,1519,1900-01-01,0
small,14,retail,sole trader,suburban,3,3,0,1,1,1,1,8,51247,6051,483869,162658,5875,10203,0,0,12488,14726,508,4,153608,0,0,0,0,26062,0,0.12,2024-09-30,2024-10-01,11902,1900-01-01,0
small,11,retail,sole trader,urban,8,5,0,0,1,1,0,12,52674,14172,438621,206155,3547,15396,100,567,14485,12440,521,2,96772,0,1,2,0,5361,0,0.13,2024-09-30,2024-10-01,787,1900-01-01,0
small,6,hospitality,sole trader,suburban,3,2,0,0,1,0,1,13,56008,10599,435418,45399,8936,36317,100,418,15032,13487,517,1,84637,0,1,1,0,29477,0,0.19,2024-09-30,2024-10-01,2391,1900-01-01,0
medium,19,manufacturing,sole trader,rural,4,4,0,0,0,1,1,6,337279,80687,2576783,623309,48668,237046,0,0,92563,87784,628,6,226338,0,0,0,2,40507,0,0.18,2024-09-30,2024-10-01,40507,1900-01-01,0
medium,18,retail,partnership,rural,7,4,0,2,0,1,0,15,316920,78461,1204567,320947,17783,49804,500,2187,63424,56151,591,7,391958,0,1,1,0,1314,0,0.13,2024-09-30,2024-10-01,197,1900-01-01,0
small,18,manufacturing,company,urban,4,4,0,0,0,0,1,7,58605,5008,510897,223796,4242,20133,0,0,13958,11891,507,1,53671,0,0,0,1,20096,0,0.11,2024-09-30,2024-10-01,3651,1900-01-01,0
small,2,hospitality,partnership,suburban,8,3,3,1,1,1,0,11,47758,5401,465302,143515,3803,5140,100,346,12385,10379,507,9,546426,0,1,2,0,47843,1,0.1,2024-09-30,2024-10-01,3648,2024-09-30,0
small,7,manufacturing,partnership,rural,4,3,0,0,0,1,1,16,56999,14726,361500,60311,8474,49230,0,0,14080,16342,522,1,39618,0,0,0,0,41509,0,0.11,2024-09-30,2024-10-01,9755,1900-01-01,0
small,8,services,sole trader,suburban,0,2,0,0,0,1,1,14,51147,12612,461311,118101,3020,12529,0,0,13160,14800,520,2,75204,0,0,0,0,24888,0,0.11,2024-09-30,2024-10-01,6471,1900-01-01,0
small,9,hospitality,company,suburban,1,2,1,1,1,1,1,10,55937,13448,280137,67312,4914,9773,0,0,12477,12428,516,2,89320,0,1,3,0,25502,0,0.1,2024-09-30,2024-10-01,6021,1900-01-01,0
small,16,retail,sole trader,rural,3,1,0,1,1,1,0,14,48639,12962,177648,41130,6422,9824,100,181,12194,12369,517,4,387920,0,0,0,0,20946,0,0.1,2024-09-30,2024-10-01,20946,1900-01-01,0
large,18,manufacturing,partnership,suburban,1,4,0,1,1,1,0,14,1186505,80895,6231672,946636,145336,157573,1000,2362,289931,315611,595,1,23236,0,1,3,1,38720,0,0.17,2024-09-30,2024-10-01,38720,1900-01-01,1
large,6,manufacturing,sole trader,suburban,4,4,0,0,1,1,1,5,1173139,223178,8797456,3176827,136902,293598,0,0,318629,334909,774,3,82362,0,1,3,1,23892,1,0.13,2024-09-30,2024-10-01,3823,2024-09-30,0
small,2,retail,company,suburban,0,2,0,0,1,1,0,3,52543,11031,402523,97952,5605,21254,0,0,15058,13800,512,4,31432,0,1,1,0,24464,0,0.2,2024-09-30,2024-10-01,11661,1900-01-01,0
large,5,retail,sole trader,urban,9,2,1,0,1,1,1,8,1011117,188907,2770016,630992,118610,127854,0,0,230102,261588,724,8,141520,0,1,3,0,44049,0,0.14,2024-09-30,2024-10-01,5029,1900-01-01,0
large,17,services,sole trader,suburban,1,5,0,1,1,1,1,7,1161288,99249,4261997,2076717,140448,543994,1000,1518,272218,298379,664,8,227792,0,0,0,0,10830,1,0.18,2024-09-30,2024-10-01,1537,2024-09-30,0
medium,19,manufacturing,sole trader,suburban,7,4,0,2,1,0,0,11,304441,31002,1059868,245576,15963,61758,0,0,88337,101859,549,4,143412,0,3,3,0,46707,0,0.18,2024-09-30,2024-10-01,9808,1900-01-01,0
small,12,manufacturing,sole trader,rural,7,5,1,0,0,1,0,5,49186,5225,167850,67937,4655,4853,100,220,14178,11527,507,3,160440,0,1,3,0,48901,0,0.2,2024-09-30,2024-10-01,1209,1900-01-01,0
large,19,services,partnership,rural,2,4,0,0,0,1,0,17,1027614,147486,8943300,1107538,124786,543230,1000,4128,229963,239686,744,7,60389,0,1,2,0,32668,0,0.11,2024-09-30,2024-10-01,3287,1900-01-01,0
medium,7,hospitality,company,rural,1,4,2,0,1,0,1,7,282018,51100,2044421,586316,12917,70669,500,519,78732,66618,581,4,303560,0,0,0,0,36605,0,0.11,2024-09-30,2024-10-01,14337,1900-01-01,0
small,6,manufacturing,partnership,urban,9,4,2,0,1,1,1,12,49730,6671,291905,113013,5857,14199,0,0,11514,11884,510,6,544800,0,1,3,0,18448,0,0.13,2024-09-30,2024-10-01,9270,1900-01-01,0
medium,18,services,company,rural,0,1,0,0,1,1,0,17,344097,91647,2639617,1267343,45773,190997,0,0,86220,83656,627,8,133160,0,1,1,0,27962,1,0.17,2024-09-30,2024-10-01,5476,2024-09-30,0
small,13,services,partnership,rural,6,3,0,1,1,1,1,8,47731,7352,163227,57873,4309,22306,0,0,10480,10119,511,1,19567,0,1,1,2,3932,0,0.14,2024-09-30,2024-10-01,498,1900-01-01,0
large,14,manufacturing,sole trader,rural,6,2,1,0,1,1,0,6,1007684,112049,5172391,1618199,150370,478260,1000,2307,218594,254452,636,3,149019,0,0,0,0,15676,0,0.14,2024-09-30,2024-10-01,3971,1900-01-01,0
large,1,manufacturing,sole trader,urban,5,4,2,1,1,1,1,17,1116121,104648,6089324,1027818,117203,616373,1000,4399,224160,202860,665,2,128956,0,1,1,0,3397,0,0.18,2024-09-30,2024-10-01,204,1900-01-01,1
medium,17,retail,company,suburban,5,1,0,0,0,1,0,5,291344,41776,2038804,863203,46608,122854,500,1822,75932,66692,549,8,737232,0,0,0,0,9561,0,0.13,2024-09-30,2024-10-01,1020,1900-01-01,0
medium,17,manufacturing,sole trader,urban,9,1,0,2,0,1,0,7,313023,91787,1619141,189586,27994,149935,500,538,84908,93211,611,5,382365,0,1,3,0,14793,0,0.19,2024-09-30,2024-10-01,3526,1900-01-01,0
small,3,retail,partnership,urban,2,1,0,2,1,0,0,4,41493,2491,148117,46388,5997,26610,100,111,10650,9593,503,4,162456,0,2,6,0,15937,0,0.12,2024-09-30,2024-10-01,1912,1900-01-01,0
large,19,hospitality,company,urban,4,2,0,0,1,1,1,12,1187319,334327,9284195,1053740,153958,185419,1000,1282,349361,291400,1000,5,85350,0,0,0,0,47873,0,0.17,2024-09-30,2024-10-01,6144,1900-01-01,0
medium,18,manufacturing,company,rural,2,3,1,0,1,1,0,5,344322,54196,1178682,517246,38177,175112,0,0,92199,78860,562,4,352800,0,0,0,0,24814,1,0.12,2024-09-30,2024-10-01,6534,2024-09-30,0
medium,4,hospitality,partnership,urban,4,3,0,1,0,0,1,11,293031,87768,2786172,386507,30176,90525,0,0,66138,55971,602,2,127320,0,0,0,1,5213,0,0.11,2024-09-30,2024-10-01,143,1900-01-01,0
small,2,hospitality,company,urban,1,2,1,0,1,1,0,8,40901,10821,309141,56154,2387,9412,100,311,12199,12725,518,6,182382,0,1,2,0,13140,0,0.2,2024-09-30,2024-10-01,2128,1900-01-01,0
small,2,services,company,suburban,0,3,0,0,0,0,1,9,45500,11969,358975,106315,6781,21012,100,260,11983,12263,517,1,7808,0,1,3,0,9955,0,0.11,2024-09-30,2024-10-01,1493,1900-01-01,0
small,3,services,sole trader,rural,7,4,0,0,1,1,0,9,45279,11734,385356,59366,7172,22296,0,0,12131,10631,514,3,108489,0,1,1,1,46614,0,0.12,2024-09-30,2024-10-01,39622,1900-01-01,0
medium,11,hospitality,partnership,rural,4,3,0,0,1,1,1,13,270937,37703,1708814,321182,36783,105138,500,2562,60149,64512,559,5,10075,0,0,0,0,20252,0,0.18,2024-09-30,2024-10-01,2768,1900-01-01,1
small,19,services,partnership,suburban,8,3,0,0,0,0,0,3,48566,13915,143777,67801,5738,28350,100,168,10949,10833,517,1,93348,0,0,0,0,22769,0,0.15,2024-09-30,2024-10-01,22541,1900-01-01,1
medium,13,services,sole trader,suburban,4,2,0,0,0,0,1,1,340473,19942,1245330,473334,42421,93016,500,863,87904,91003,532,7,371644,0,2,6,0,48871,0,0.19,2024-09-30,2024-10-01,1079,1900-01-01,0
medium,8,manufacturing,partnership,suburban,6,1,0,0,1,1,1,8,282607,63586,1414365,483139,32662,158435,0,0,59746,56879,574,2,118778,0,0,0,0,24671,0,0.18,2024-09-30,2024-10-01,14391,1900-01-01,0
small,18,manufacturing,company,rural,3,3,2,1,1,1,1,13,51010,6113,482237,196040,3982,4519,0,0,15102,16404,508,5,167660,0,1,2,0,8156,1,0.11,2024-09-30,2024-10-01,884,2024-09-30,0
small,18,services,company,rural,2,1,3,0,0,1,0,14,40952,6054,363383,131152,5515,14947,0,0,12135,10058,508,1,24396,0,0,0,0,29933,0,0.11,2024-09-30,2024-10-01,10177,1900-01-01,0
medium,5,hospitality,company,rural,9,2,2,1,1,1,1,8,353020,51445,2994493,769034,44601,157709,500,1468,90695,85079,558,6,479022,0,0,0,0,29391,0,0.12,2024-09-30,2024-10-01,6062,1900-01-01,0
small,16,services,partnership,suburban,7,3,2,0,1,1,1,9,43533,6997,146343,27837,3288,14265,0,0,10097,9592,511,2,137252,0,1,3,0,16125,0,0.16,2024-09-30,2024-10-01,2661,1900-01-01,0
medium,17,services,company,rural,4,3,0,1,1,0,0,7,283723,14380,831994,171353,46964,235083,500,878,81489,65485,517,7,607796,0,2,6,0,18878,1,0.19,2024-09-30,2024-10-01,7598,2024-09-30,1
small,6,retail,sole trader,suburban,0,4,0,0,0,1,0,5,40904,9341,136666,48739,3217,12476,100,465,12004,11680,511,4,12664,0,0,0,0,17862,0,0.12,2024-09-30,2024-10-01,5582,1900-01-01,0
medium,18,services,partnership,urban,3,4,1,0,0,1,0,14,341072,75592,3238358,643817,18758,66129,0,0,92725,81545,614,8,306096,1,0,0,1,22710,0,0.17,2024-09-30,2024-10-01,3690,1900-01-01,0
small,8,manufacturing,partnership,urban,5,5,0,3,0,1,1,8,47703,8466,392947,110935,2901,13258,0,0,13644,15444,514,5,136445,0,1,3,0,23865,0,0.11,2024-09-30,2024-10-01,8035,1900-01-01,0
small,2,manufacturing,partnership,suburban,4,4,0,1,1,1,0,7,59852,15494,264353,102660,6689,37342,0,0,17071,15484,525,1,1843,0,1,2,0,26000,0,0.16,2024-09-30,2024-10-01,2730,1900-01-01,1
small,5,services,sole trader,suburban,8,2,0,0,1,0,0,14,54454,6036,197703,94597,6694,27950,100,228,13762,14897,509,3,93312,0,1,3,1,29844,0,0.14,2024-09-30,2024-10-01,2462,1900-01-01,0
small,18,manufacturing,partnership,suburban,8,5,2,1,1,0,1,16,41110,9606,353929,110070,6664,39103,100,579,11085,13156,515,8,777120,0,1,3,0,21816,0,0.1,2024-09-30,2024-10-01,2536,1900-01-01,0
medium,2,hospitality,company,urban,4,2,0,0,1,1,1,8,267963,34705,1871765,252127,20261,119073,500,1648,69817,70891,540,6,516774,0,0,0,2,10142,0,0.19,2024-09-30,2024-10-01,3398,1900-01-01,0
small,15,hospitality,partnership,urban,7,3,0,0,1,0,1,3,56426,6744,446900,94435,4359,13615,100,599,15140,12523,508,8,798784,0,0,0,0,46547,0,0.14,2024-09-30,2024-10-01,2366,1900-01-01,0
large,18,manufacturing,sole trader,urban,5,4,0,2,0,1,1,15,893572,49598,8423286,3924540,89856,367268,1000,1947,189470,220326,562,1,79356,0,0,0,0,33524,1,0.18,2024-09-30,2024-10-01,17460,2024-09-30,1
small,6,retail,sole trader,suburban,5,4,0,0,0,1,1,7,54631,7444,426479,138539,2466,12223,0,0,14682,13751,512,9,824463,0,0,0,0,8190,0,0.11,2024-09-30,2024-10-01,3440,1900-01-01,0
medium,17,retail,company,suburban,6,3,1,0,1,1,0,14,356654,70275,2192210,491835,17586,48138,500,906,97837,95192,599,7,32165,0,1,3,0,31022,0,0.12,2024-09-30,2024-10-01,4188,1900-01-01,0
small,17,services,partnership,urban,3,2,1,1,0,1,1,6,52719,8905,158633,66107,3690,11076,100,577,15301,17154,514,5,298120,0,0,0,0,37596,0,0.14,2024-09-30,2024-10-01,7415,1900-01-01,1
large,18,manufacturing,sole trader,suburban,3,2,0,1,1,1,0,7,1172932,126183,11700213,3629456,178757,619964,1000,4786,294200,309225,680,4,131224,0,0,0,0,34967,0,0.17,2024-09-30,2024-10-01,5070,1900-01-01,0
small,2,retail,company,rural,3,4,1,3,1,1,1,9,49377,10176,250555,105405,2919,6187,0,0,10144,9854,516,2,85690,0,0,0,0,29457,1,0.1,2024-09-30,2024-10-01,1800,2024-09-30,0
small,15,hospitality,company,urban,3,2,0,0,0,1,0,12,46086,9978,348105,152903,5749,33651,0,0,11793,11861,512,7,459725,0,0,0,0,35846,0,0.11,2024-09-30,2024-10-01,2360,1900-01-01,0
large,1,services,company,suburban,8,2,0,0,0,1,0,17,1138027,326319,6717124,1720328,158481,919351,0,0,247920,271709,965,2,10012,0,1,1,1,12336,0,0.19,2024-09-30,2024-10-01,2159,1900-01-01,0
small,16,retail,partnership,suburban,5,2,0,0,0,1,0,14,44315,4971,133788,59907,7040,32583,0,0,11631,12255,507,7,446355,0,0,0,0,1869,0,0.15,2024-09-30,2024-10-01,254,1900-01-01,0
small,5,hospitality,sole trader,urban,1,2,2,1,1,0,1,17,40241,5502,88377,38132,2719,13076,100,190,10839,11230,507,9,60201,0,2,2,0,9958,0,0.14,2024-09-30,2024-10-01,556,1900-01-01,1
medium,15,hospitality,company,rural,7,4,0,1,1,1,0,11,277213,21942,1522577,294741,13930,24399,0,0,62992,72825,536,2,103860,0,0,0,0,35539,0,0.13,2024-09-30,2024-10-01,27247,1900-01-01,0
small,9,retail,sole trader,rural,2,4,0,0,0,1,1,5,48565,4486,112196,44213,4473,16466,0,0,14150,12419,506,9,754353,1,1,2,0,48009,0,0.17,2024-09-30,2024-10-01,37847,1900-01-01,1
small,15,manufacturing,company,urban,9,3,1,0,1,0,0,10,49301,8544,366212,151316,3569,4175,0,0,13526,11971,512,1,94499,0,3,6,0,18750,0,0.13,2024-09-30,2024-10-01,885,1900-01-01,0
medium,3,hospitality,company,suburban,3,2,0,0,1,1,0,14,252704,30003,1919589,651309,14255,71348,500,1746,67779,67623,540,9,525735,0,0,0,0,44390,0,0.13,2024-09-30,2024-10-01,11098,1900-01-01,0
small,18,services,partnership,suburban,2,2,1,0,1,1,0,5,53776,3765,440545,181624,4138,22296,0,0,14322,11808,505,9,244431,0,0,0,0,8355,0,0.12,2024-09-30,2024-10-01,599,1900-01-01,0
small,7,manufacturing,company,suburban,2,3,0,1,0,1,0,11,41357,2457,309838,31467,6088,7181,0,0,8966,9399,504,9,743499,0,0,0,0,25775,0,0.15,2024-09-30,2024-10-01,1740,1900-01-01,1
large,2,services,company,suburban,6,3,0,0,1,1,0,12,1104720,156469,9887464,4520342,112295,618655,1000,2539,225269,180332,687,4,38776,0,1,3,0,26515,0,0.19,2024-09-30,2024-10-01,7126,1900-01-01,1
small,19,manufacturing,partnership,suburban,9,5,0,0,1,1,0,14,40423,5382,183303,64160,6239,10249,100,420,9632,10324,508,5,474435,0,0,0,0,17567,0,0.13,2024-09-30,2024-10-01,5307,1900-01-01,0
small,4,services,partnership,suburban,7,3,0,2,0,1,1,11,42426,9839,411857,51426,5306,27453,0,0,8540,9580,513,9,681588,0,0,0,1,23985,0,0.18,2024-09-30,2024-10-01,7395,1900-01-01,1
small,5,services,sole trader,suburban,7,2,0,0,1,0,1,10,53753,6400,300497,64790,2292,2297,100,316,11089,9425,510,1,15745,0,0,0,0,3010,1,0.2,2024-09-30,2024-10-01,386,2024-09-30,0
medium,15,services,partnership,rural,1,2,0,0,0,1,1,9,330937,36211,2471032,1106051,49036,242371,500,1108,70339,65055,548,1,89526,0,1,2,0,49516,0,0.14,2024-09-30,2024-10-01,15319,1900-01-01,0
medium,13,retail,company,rural,3,4,0,1,1,1,1,7,297314,50474,2589988,941404,44710,69047,0,0,83416,75617,558,2,23504,0,2,6,0,14670,0,0.18,2024-09-30,2024-10-01,7702,1900-01-01,1
small,11,hospitality,company,suburban,6,3,0,0,1,0,1,12,49690,12679,120710,35521,5210,13742,0,0,13386,12470,518,3,156699,0,1,2,0,2130,0,0.11,2024-09-30,2024-10-01,571,1900-01-01,0
medium,4,hospitality,company,rural,5,3,0,0,1,1,0,7,250570,40972,724576,95241,25189,94782,0,0,65244,54673,551,6,503802,0,0,0,2,24360,0,0.19,2024-09-30,2024-10-01,1813,1900-01-01,1
small,12,manufacturing,partnership,rural,6,2,0,0,1,0,0,6,42054,6590,155610,18707,5665,12966,100,398,11610,9671,511,5,220300,0,2,2,0,23052,1,0.19,2024-09-30,2024-10-01,18173,2024-09-30,0
small,4,services,company,urban,8,4,0,2,1,1,0,14,57612,2960,567610,75368,7656,36256,0,0,16361,15726,505,4,266428,0,2,4,0,30506,0,0.19,2024-09-30,2024-10-01,13931,1900-01-01,1
medium,19,retail,sole trader,rural,0,3,0,0,1,1,0,16,264565,24039,961648,187818,21776,93064,0,0,78691,87132,530,5,476650,0,0,0,1,46450,0,0.16,2024-09-30,2024-10-01,7742,1900-01-01,1
small,9,manufacturing,company,urban,2,1,0,1,1,1,1,3,58490,7532,514821,159587,5336,22377,0,0,12488,13315,509,3,89577,0,0,0,0,1878,0,0.12,2024-09-30,2024-10-01,1326,1900-01-01,0
small,16,hospitality,partnership,urban,4,3,1,0,0,1,0,14,50656,14674,442322,123506,7583,10227,0,0,13099,14756,519,4,345792,0,1,2,0,6313,0,0.12,2024-09-30,2024-10-01,381,1900-01-01,0
medium,18,retail,company,suburban,5,4,0,1,1,1,0,8,340707,61886,1754143,858945,15661,28336,0,0,80208,78905,581,7,88893,0,1,3,0,22225,0,0.17,2024-09-30,2024-10-01,1037,1900-01-01,1
large,14,hospitality,partnership,rural,8,2,0,3,1,1,1,10,931293,131233,5485688,2093686,112724,418681,1000,1758,208768,211467,672,1,83962,0,1,3,0,33463,0,0.17,2024-09-30,2024-10-01,7027,1900-01-01,0
small,13,hospitality,sole trader,suburban,1,4,0,1,0,1,1,14,41535,2538,400625,170696,1967,9859,100,441,9094,9251,503,1,2167,0,0,0,1,4344,0,0.13,2024-09-30,2024-10-01,1043,1900-01-01,0
small,7,hospitality,sole trader,rural,1,2,2,0,1,1,1,14,42315,6606,372642,157123,2403,9788,0,0,10983,11578,511,8,468824,0,0,0,1,5760,0,0.12,2024-09-30,2024-10-01,3643,1900-01-01,0
medium,7,hospitality,partnership,rural,6,2,0,3,0,1,1,10,265070,28160,2605900,1294773,44170,121693,0,0,57678,63766,532,5,132005,0,1,1,0,29978,1,0.1,2024-09-30,2024-10-01,812,2024-09-30,0
small,1,retail,company,urban,8,2,1,1,1,0,1,5,52553,12260,298491,116905,8131,17080,100,152,14793,17635,520,2,107266,0,1,3,0,38964,0,0.2,2024-09-30,2024-10-01,6970,1900-01-01,1
medium,15,services,company,urban,1,3,0,0,1,1,1,4,240232,46432,1751645,249463,13409,75057,0,0,59736,65070,577,9,330930,1,0,0,0,26949,1,0.12,2024-09-30,2024-10-01,12239,2024-09-30,0
small,13,hospitality,company,suburban,7,3,0,0,0,1,0,15,55376,16530,220157,34464,5935,15460,100,296,15912,13418,526,6,240504,1,2,4,1,42296,0,0.16,2024-09-30,2024-10-01,17059,1900-01-01,0
